raw_words,task,quadruples
Great wings here !,ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['wings']}, 'category': 'Food#Quality', 'opinion': {'from': 0, 'to': 1, 'term': ['Great']}, 'sentiment': 'POS'}]"
"I really want to give it 3.5 stars , but I will round up since the experience wasn't overall that bad .",ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Restaurant#General', 'opinion': {'from': 19, 'to': 21, 'term': ['that', 'bad']}, 'sentiment': 'POS'}]"
Im a sucker for Cuban food .,ACOS,"[{'aspect': {'from': 4, 'to': 6, 'term': ['Cuban', 'food']}, 'category': 'Food#Quality', 'opinion': {'from': 2, 'to': 3, 'term': ['sucker']}, 'sentiment': 'POS'}]"
"We met the cook and I had read that she was from Venezuela , and was focusing on that type of food here.The bartender was pretty busy and she was the only one taking the orders but she did quite well .",ACOS,"[{'aspect': {'from': 23, 'to': 24, 'term': ['bartender']}, 'category': 'Service#General', 'opinion': {'from': 39, 'to': 41, 'term': ['quite', 'well']}, 'sentiment': 'POS'}]"
Backbay Sandwich is great .,ACOS,"[{'aspect': {'from': 0, 'to': 2, 'term': ['Backbay', 'Sandwich']}, 'category': 'Food#Quality', 'opinion': {'from': 3, 'to': 4, 'term': ['great']}, 'sentiment': 'POS'}]"
"Waiter clearly had a turn and burn attitude , but it was easy enough for me to overlook .",ACOS,"[{'aspect': {'from': 0, 'to': 1, 'term': ['Waiter']}, 'category': 'Service#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
Probably the best Thai food in the Lower Mainland .,ACOS,"[{'aspect': {'from': 3, 'to': 5, 'term': ['Thai', 'food']}, 'category': 'Food#Quality', 'opinion': {'from': 2, 'to': 3, 'term': ['best']}, 'sentiment': 'POS'}]"
This place is a tradition in our `` Family '' get togethers ...,ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['place']}, 'category': 'Restaurant#General', 'opinion': {'from': 4, 'to': 5, 'term': ['tradition']}, 'sentiment': 'POS'}]"
"They were attentive , professional , and most importantly.. friendly !",ACOS,"[{'aspect': {'from': 0, 'to': 1, 'term': ['They']}, 'category': 'Service#General', 'opinion': {'from': 2, 'to': 3, 'term': ['attentive']}, 'sentiment': 'POS'}, {'aspect': {'from': 0, 'to': 1, 'term': ['They']}, 'category': 'Service#General', 'opinion': {'from': 4, 'to': 5, 'term': ['professional']}, 'sentiment': 'POS'}, {'aspect': {'from': 0, 'to': 1, 'term': ['They']}, 'category': 'Service#General', 'opinion': {'from': 9, 'to': 10, 'term': ['friendly']}, 'sentiment': 'POS'}]"
"The bottom line is , if you are in the area and desire to try some good ole American food , then stop by and treat yourself to a tasty Ruben , meatloaf or pot roast with all the trimmings .",ACOS,"[{'aspect': {'from': 32, 'to': 33, 'term': ['meatloaf']}, 'category': 'Food#Quality', 'opinion': {'from': 29, 'to': 30, 'term': ['tasty']}, 'sentiment': 'POS'}, {'aspect': {'from': 34, 'to': 40, 'term': ['pot', 'roast', 'with', 'all', 'the', 'trimmings']}, 'category': 'Food#Quality', 'opinion': {'from': 29, 'to': 30, 'term': ['tasty']}, 'sentiment': 'POS'}, {'aspect': {'from': 30, 'to': 31, 'term': ['Ruben']}, 'category': 'Food#Quality', 'opinion': {'from': 29, 'to': 30, 'term': ['tasty']}, 'sentiment': 'POS'}, {'aspect': {'from': 17, 'to': 20, 'term': ['ole', 'American', 'food']}, 'category': 'Food#Quality', 'opinion': {'from': 16, 'to': 17, 'term': ['good']}, 'sentiment': 'POS'}]"
Terrible service experience .,ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['service']}, 'category': 'Service#General', 'opinion': {'from': 0, 'to': 1, 'term': ['Terrible']}, 'sentiment': 'NEG'}]"
"Summer time in Austin means I drink water like a fish , and they were quick to refill my glass .",ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Service#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
I thought it sounded fun .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Service#General', 'opinion': {'from': 4, 'to': 5, 'term': ['fun']}, 'sentiment': 'POS'}]"
"The corned beef was good , but the dish ( which is 16 bucks , could do with a few more potatoes ( also good ) and cabbage for the bang .",ACOS,"[{'aspect': {'from': 21, 'to': 22, 'term': ['potatoes']}, 'category': 'Food#Quality', 'opinion': {'from': 24, 'to': 25, 'term': ['good']}, 'sentiment': 'POS'}, {'aspect': {'from': 1, 'to': 3, 'term': ['corned', 'beef']}, 'category': 'Food#Quality', 'opinion': {'from': 4, 'to': 5, 'term': ['good']}, 'sentiment': 'POS'}]"
Gives it a much cheaper feel ( and is irresponsible ) .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Service#General', 'opinion': {'from': 9, 'to': 10, 'term': ['irresponsible']}, 'sentiment': 'NEG'}, {'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Service#General', 'opinion': {'from': 3, 'to': 5, 'term': ['much', 'cheaper']}, 'sentiment': 'NEG'}]"
The spiciness is unique and the sweetness just makes it really amazingly mouth watering .,ACOS,"[{'aspect': {'from': 6, 'to': 7, 'term': ['sweetness']}, 'category': 'Food#Quality', 'opinion': {'from': 10, 'to': 12, 'term': ['really', 'amazingly']}, 'sentiment': 'POS'}, {'aspect': {'from': 1, 'to': 2, 'term': ['spiciness']}, 'category': 'Food#Quality', 'opinion': {'from': 3, 'to': 4, 'term': ['unique']}, 'sentiment': 'POS'}]"
"I really appreciated the offer , but I just was n't hungry enough to eat anything else .",ACOS,"[{'aspect': {'from': 4, 'to': 5, 'term': ['offer']}, 'category': 'Service#General', 'opinion': {'from': 1, 'to': 3, 'term': ['really', 'appreciated']}, 'sentiment': 'POS'}]"
"To keep it nice and simple : let me just explain why this place is amazing :1 ) Crazy Noodles- i do n't know what herbs/spices they put in this , but it is absolutely divine .",ACOS,"[{'aspect': {'from': 13, 'to': 14, 'term': ['place']}, 'category': 'Restaurant#General', 'opinion': {'from': 15, 'to': 16, 'term': ['amazing']}, 'sentiment': 'POS'}, {'aspect': {'from': 18, 'to': 19, 'term': ['Crazy']}, 'category': 'Food#Quality', 'opinion': {'from': 34, 'to': 36, 'term': ['absolutely', 'divine']}, 'sentiment': 'POS'}]"
"The only off '' spot was the toast , which was more buttery than crunchy .",ACOS,"[{'aspect': {'from': 7, 'to': 8, 'term': ['toast']}, 'category': 'Food#Quality', 'opinion': {'from': 2, 'to': 3, 'term': ['off']}, 'sentiment': 'NEG'}, {'aspect': {'from': 7, 'to': 8, 'term': ['toast']}, 'category': 'Food#Quality', 'opinion': {'from': 11, 'to': 13, 'term': ['more', 'buttery']}, 'sentiment': 'NEG'}]"
I recommend the chicken fried chicken with collards and their signature french fries .,ACOS,"[{'aspect': {'from': 3, 'to': 8, 'term': ['chicken', 'fried', 'chicken', 'with', 'collards']}, 'category': 'Food#Quality', 'opinion': {'from': 1, 'to': 2, 'term': ['recommend']}, 'sentiment': 'POS'}, {'aspect': {'from': 10, 'to': 13, 'term': ['signature', 'french', 'fries']}, 'category': 'Food#Quality', 'opinion': {'from': 1, 'to': 2, 'term': ['recommend']}, 'sentiment': 'POS'}]"
"This is my favorite pho spot , besides the pho the bun is great and so are the salad rolls never disappointed eating here and prices are fair ... .yay pho !",ACOS,"[{'aspect': {'from': 18, 'to': 20, 'term': ['salad', 'rolls']}, 'category': 'Food#Quality', 'opinion': {'from': 20, 'to': 22, 'term': ['never', 'disappointed']}, 'sentiment': 'POS'}, {'aspect': {'from': 25, 'to': 26, 'term': ['prices']}, 'category': 'Food#Prices', 'opinion': {'from': 27, 'to': 28, 'term': ['fair']}, 'sentiment': 'POS'}, {'aspect': {'from': 4, 'to': 6, 'term': ['pho', 'spot']}, 'category': 'Restaurant#General', 'opinion': {'from': 3, 'to': 4, 'term': ['favorite']}, 'sentiment': 'POS'}, {'aspect': {'from': 11, 'to': 12, 'term': ['bun']}, 'category': 'Food#Quality', 'opinion': {'from': 13, 'to': 14, 'term': ['great']}, 'sentiment': 'POS'}]"
"Great drinks , ambience and food service .",ACOS,"[{'aspect': {'from': 5, 'to': 7, 'term': ['food', 'service']}, 'category': 'Service#General', 'opinion': {'from': 0, 'to': 1, 'term': ['Great']}, 'sentiment': 'POS'}, {'aspect': {'from': 1, 'to': 2, 'term': ['drinks']}, 'category': 'Drinks#Quality', 'opinion': {'from': 0, 'to': 1, 'term': ['Great']}, 'sentiment': 'POS'}, {'aspect': {'from': 3, 'to': 4, 'term': ['ambience']}, 'category': 'Ambience#General', 'opinion': {'from': 0, 'to': 1, 'term': ['Great']}, 'sentiment': 'POS'}]"
Loved it .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Restaurant#General', 'opinion': {'from': 0, 'to': 1, 'term': ['Loved']}, 'sentiment': 'POS'}]"
My friend liked it .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Restaurant#General', 'opinion': {'from': 2, 'to': 3, 'term': ['liked']}, 'sentiment': 'NEG'}]"
"They are a lil pricier than other pizza places , but the Grecian is packed with toppings .",ACOS,"[{'aspect': {'from': 16, 'to': 17, 'term': ['toppings']}, 'category': 'Food#Style_Options', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}, {'aspect': {'from': 0, 'to': 1, 'term': ['They']}, 'category': 'Food#Prices', 'opinion': {'from': 2, 'to': 5, 'term': ['a', 'lil', 'pricier']}, 'sentiment': 'NEG'}]"
"KTB really enjoyed her crepe with Ice Cream , but it was still a bit pricey for the lack of service .",ACOS,"[{'aspect': {'from': 20, 'to': 21, 'term': ['service']}, 'category': 'Service#General', 'opinion': {'from': 18, 'to': 19, 'term': ['lack']}, 'sentiment': 'NEG'}, {'aspect': {'from': 4, 'to': 8, 'term': ['crepe', 'with', 'Ice', 'Cream']}, 'category': 'Food#Prices', 'opinion': {'from': 13, 'to': 16, 'term': ['a', 'bit', 'pricey']}, 'sentiment': 'NEG'}]"
"This place is more expensive than what I usually get for lunch , but its also significantly better , and probably much healthier .",ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['place']}, 'category': 'Restaurant#Prices', 'opinion': {'from': 3, 'to': 5, 'term': ['more', 'expensive']}, 'sentiment': 'NEG'}, {'aspect': {'from': 1, 'to': 2, 'term': ['place']}, 'category': 'Restaurant#General', 'opinion': {'from': 16, 'to': 18, 'term': ['significantly', 'better']}, 'sentiment': 'POS'}, {'aspect': {'from': 1, 'to': 2, 'term': ['place']}, 'category': 'Restaurant#General', 'opinion': {'from': 20, 'to': 23, 'term': ['probably', 'much', 'healthier']}, 'sentiment': 'POS'}]"
It paired perfectly with my spicy dish -- keeping me cool .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Drinks#Quality', 'opinion': {'from': 2, 'to': 3, 'term': ['perfectly']}, 'sentiment': 'POS'}]"
Will NEVER be back .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Restaurant#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEG'}]"
Not authentic Thai but it was an interesting take .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Food#Quality', 'opinion': {'from': 0, 'to': 2, 'term': ['Not', 'authentic']}, 'sentiment': 'NEG'}, {'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Food#Style_Options', 'opinion': {'from': 7, 'to': 9, 'term': ['interesting', 'take']}, 'sentiment': 'POS'}]"
"Hey , what a cute little place !",ACOS,"[{'aspect': {'from': 6, 'to': 7, 'term': ['place']}, 'category': 'Restaurant#General', 'opinion': {'from': 2, 'to': 5, 'term': ['what', 'a', 'cute']}, 'sentiment': 'POS'}]"
I ended up sitting at a table for over 15 minutes with no one coming to take my order .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Service#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEG'}]"
Staff is really nice too.Looking for good Shawarma go no further .,ACOS,"[{'aspect': {'from': 0, 'to': 1, 'term': ['Staff']}, 'category': 'Service#General', 'opinion': {'from': 2, 'to': 4, 'term': ['really', 'nice']}, 'sentiment': 'POS'}, {'aspect': {'from': 7, 'to': 8, 'term': ['Shawarma']}, 'category': 'Food#Quality', 'opinion': {'from': 6, 'to': 7, 'term': ['good']}, 'sentiment': 'POS'}]"
Location is close but off the typical food fair which I like .,ACOS,"[{'aspect': {'from': 0, 'to': 1, 'term': ['Location']}, 'category': 'Location#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEG'}, {'aspect': {'from': 0, 'to': 1, 'term': ['Location']}, 'category': 'Location#General', 'opinion': {'from': 2, 'to': 3, 'term': ['close']}, 'sentiment': 'POS'}, {'aspect': {'from': 6, 'to': 9, 'term': ['typical', 'food', 'fair']}, 'category': 'Food#Quality', 'opinion': {'from': 11, 'to': 12, 'term': ['like']}, 'sentiment': 'POS'}]"
The sandwich is sizable and the ingredients are always fresh .,ACOS,"[{'aspect': {'from': 6, 'to': 7, 'term': ['ingredients']}, 'category': 'Food#Quality', 'opinion': {'from': 8, 'to': 10, 'term': ['always', 'fresh']}, 'sentiment': 'POS'}, {'aspect': {'from': 1, 'to': 2, 'term': ['sandwich']}, 'category': 'Food#Style_Options', 'opinion': {'from': 3, 'to': 4, 'term': ['sizable']}, 'sentiment': 'POS'}]"
Their golden tibs are to die for ! !,ACOS,"[{'aspect': {'from': 1, 'to': 3, 'term': ['golden', 'tibs']}, 'category': 'Food#Quality', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
The wife enjoyed the wild boar pozole ( it is spicy ) and I had the coffee braised short ribs .,ACOS,"[{'aspect': {'from': 4, 'to': 7, 'term': ['wild', 'boar', 'pozole']}, 'category': 'Food#Quality', 'opinion': {'from': 2, 'to': 3, 'term': ['enjoyed']}, 'sentiment': 'POS'}]"
One of my favorite spots .,ACOS,"[{'aspect': {'from': 4, 'to': 5, 'term': ['spots']}, 'category': 'Restaurant#General', 'opinion': {'from': 3, 'to': 4, 'term': ['favorite']}, 'sentiment': 'POS'}]"
the risotto with asparagus and gorgonzola was also bland and kind of gluey .,ACOS,"[{'aspect': {'from': 1, 'to': 6, 'term': ['risotto', 'with', 'asparagus', 'and', 'gorgonzola']}, 'category': 'Food#Quality', 'opinion': {'from': 10, 'to': 13, 'term': ['kind', 'of', 'gluey']}, 'sentiment': 'NEG'}, {'aspect': {'from': 1, 'to': 6, 'term': ['risotto', 'with', 'asparagus', 'and', 'gorgonzola']}, 'category': 'Food#Quality', 'opinion': {'from': 8, 'to': 9, 'term': ['bland']}, 'sentiment': 'NEG'}]"
Will not come back until they expand .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Restaurant#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEG'}]"
"Both were very , very sweet , so some milk/coffee would be recommended .",ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Food#Quality', 'opinion': {'from': 4, 'to': 6, 'term': ['very', 'sweet']}, 'sentiment': 'NEG'}]"
The caramelized cheese on the top was delicious .,ACOS,"[{'aspect': {'from': 1, 'to': 3, 'term': ['caramelized', 'cheese']}, 'category': 'Food#Quality', 'opinion': {'from': 7, 'to': 8, 'term': ['delicious']}, 'sentiment': 'POS'}]"
And dont forget to hit the bakery afterward .,ACOS,"[{'aspect': {'from': 6, 'to': 7, 'term': ['bakery']}, 'category': 'Restaurant#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
"It was cheap , authentic , and fresh .",ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Food#Quality', 'opinion': {'from': 4, 'to': 5, 'term': ['authentic']}, 'sentiment': 'POS'}, {'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Food#Prices', 'opinion': {'from': 2, 'to': 3, 'term': ['cheap']}, 'sentiment': 'POS'}, {'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Food#Quality', 'opinion': {'from': 7, 'to': 8, 'term': ['fresh']}, 'sentiment': 'POS'}]"
Its the next best thing aside from actually going to Ireland .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Restaurant#General', 'opinion': {'from': 3, 'to': 4, 'term': ['best']}, 'sentiment': 'POS'}]"
The choices for brunch are amazing .,ACOS,"[{'aspect': {'from': 3, 'to': 4, 'term': ['brunch']}, 'category': 'Food#Quality', 'opinion': {'from': 5, 'to': 6, 'term': ['amazing']}, 'sentiment': 'POS'}]"
"I am one of the pickiest eaters , and I really enjoyed it .",ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Restaurant#General', 'opinion': {'from': 11, 'to': 12, 'term': ['enjoyed']}, 'sentiment': 'POS'}]"
For an app we went with Reisen Brezen which was an enormous imported pretzel white a great cheese-ball like spread .,ACOS,"[{'aspect': {'from': 17, 'to': 18, 'term': ['cheese-ball']}, 'category': 'Food#Quality', 'opinion': {'from': 16, 'to': 17, 'term': ['great']}, 'sentiment': 'POS'}]"
Had a bacon cheeseburger and I left so full and very happy .,ACOS,"[{'aspect': {'from': 2, 'to': 4, 'term': ['bacon', 'cheeseburger']}, 'category': 'Food#Quality', 'opinion': {'from': 10, 'to': 12, 'term': ['very', 'happy']}, 'sentiment': 'POS'}, {'aspect': {'from': 2, 'to': 4, 'term': ['bacon', 'cheeseburger']}, 'category': 'Food#Quality', 'opinion': {'from': 7, 'to': 9, 'term': ['so', 'full']}, 'sentiment': 'POS'}]"
"Fortunate , because it 's usually doing some brisk business .",ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Restaurant#General', 'opinion': {'from': 0, 'to': 1, 'term': ['Fortunate']}, 'sentiment': 'POS'}]"
"Seriously , go try it .",ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Food#Quality', 'opinion': {'from': 3, 'to': 4, 'term': ['try']}, 'sentiment': 'POS'}]"
"That said , in the wasteland that is the Orlando area , I would absolutely recommend taking a trip to the Ravenous Pig .",ACOS,"[{'aspect': {'from': 21, 'to': 23, 'term': ['Ravenous', 'Pig']}, 'category': 'Restaurant#General', 'opinion': {'from': 14, 'to': 16, 'term': ['absolutely', 'recommend']}, 'sentiment': 'POS'}]"
its good if you are looking for something a little different than Namaste .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Restaurant#General', 'opinion': {'from': 1, 'to': 2, 'term': ['good']}, 'sentiment': 'POS'}]"
"I also like that theyre always coming out with new flavors and taste combinations.To be honest , I do n't even remember which one I had because it was about 2 months ago that I first tried them BUT my friend and I both had a different flavor and were blown away .",ACOS,"[{'aspect': {'from': 12, 'to': 14, 'term': ['taste', 'combinations.To']}, 'category': 'Food#Style_Options', 'opinion': {'from': 2, 'to': 3, 'term': ['like']}, 'sentiment': 'POS'}, {'aspect': {'from': 10, 'to': 11, 'term': ['flavors']}, 'category': 'Food#Style_Options', 'opinion': {'from': 2, 'to': 3, 'term': ['like']}, 'sentiment': 'POS'}]"
"Everything Ive ever eaten here has been fantastic , but I 'm a creature of habit , so I get the same thing pretty much every time I go .",ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Food#Quality', 'opinion': {'from': 7, 'to': 8, 'term': ['fantastic']}, 'sentiment': 'POS'}]"
The `` crisper '' was new to the menu and really good !,ACOS,"[{'aspect': {'from': 2, 'to': 3, 'term': ['crisper']}, 'category': 'Food#Quality', 'opinion': {'from': 10, 'to': 12, 'term': ['really', 'good']}, 'sentiment': 'POS'}]"
The only reason I gave 4 stars is its too far from my home ( I live at upper arlington area ) .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Location#General', 'opinion': {'from': 9, 'to': 11, 'term': ['too', 'far']}, 'sentiment': 'NEG'}]"
They give u more than enough food either way .,ACOS,"[{'aspect': {'from': 6, 'to': 7, 'term': ['food']}, 'category': 'Food#Style_Options', 'opinion': {'from': 3, 'to': 6, 'term': ['more', 'than', 'enough']}, 'sentiment': 'POS'}, {'aspect': {'from': 0, 'to': 1, 'term': ['They']}, 'category': 'Service#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
The kao fu - drenched in sauce and a bit too old .,ACOS,"[{'aspect': {'from': 1, 'to': 3, 'term': ['kao', 'fu']}, 'category': 'Food#Quality', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEG'}, {'aspect': {'from': 1, 'to': 3, 'term': ['kao', 'fu']}, 'category': 'Food#Quality', 'opinion': {'from': 8, 'to': 12, 'term': ['a', 'bit', 'too', 'old']}, 'sentiment': 'NEG'}]"
"If I ever need to have a reception downtown , then this is the place I will definitely choose .",ACOS,"[{'aspect': {'from': 14, 'to': 15, 'term': ['place']}, 'category': 'Restaurant#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
So requests or needs were quickly addressed .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Service#General', 'opinion': {'from': 5, 'to': 6, 'term': ['quickly']}, 'sentiment': 'POS'}]"
"This bar is spacious with good music , good food ( burgers are great ! )",ACOS,"[{'aspect': {'from': 6, 'to': 7, 'term': ['music']}, 'category': 'Ambience#General', 'opinion': {'from': 5, 'to': 6, 'term': ['good']}, 'sentiment': 'POS'}, {'aspect': {'from': 1, 'to': 2, 'term': ['bar']}, 'category': 'Restaurant#General', 'opinion': {'from': 3, 'to': 4, 'term': ['spacious']}, 'sentiment': 'POS'}, {'aspect': {'from': 9, 'to': 10, 'term': ['food']}, 'category': 'Food#Quality', 'opinion': {'from': 8, 'to': 9, 'term': ['good']}, 'sentiment': 'POS'}]"
Restaurant surprised us with how great it was .,ACOS,"[{'aspect': {'from': 0, 'to': 1, 'term': ['Restaurant']}, 'category': 'Restaurant#General', 'opinion': {'from': 1, 'to': 2, 'term': ['surprised']}, 'sentiment': 'POS'}, {'aspect': {'from': 0, 'to': 1, 'term': ['Restaurant']}, 'category': 'Restaurant#General', 'opinion': {'from': 5, 'to': 6, 'term': ['great']}, 'sentiment': 'POS'}]"
Great local business .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Restaurant#General', 'opinion': {'from': 0, 'to': 1, 'term': ['Great']}, 'sentiment': 'POS'}]"
It was really a great Thai food experience .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Restaurant#General', 'opinion': {'from': 4, 'to': 5, 'term': ['great']}, 'sentiment': 'POS'}]"
I come here to get some coffee not to wait in line and be mocked buy some minimum wage person working at Tim Hortons,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Service#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEG'}, {'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Service#General', 'opinion': {'from': 14, 'to': 15, 'term': ['mocked']}, 'sentiment': 'NEG'}]"
The presentation of the plate wasn't appealing and the food itself was just OK .,ACOS,"[{'aspect': {'from': 4, 'to': 5, 'term': ['plate']}, 'category': 'Food#Style_Options', 'opinion': {'from': 5, 'to': 7, 'term': [""wasn't"", 'appealing']}, 'sentiment': 'POS'}, {'aspect': {'from': 9, 'to': 10, 'term': ['food']}, 'category': 'Food#Quality', 'opinion': {'from': 12, 'to': 14, 'term': ['just', 'OK']}, 'sentiment': 'NEU'}]"
"The location is perfectly placed in Mississippi , close to the heart of it all without being obnoxiously so close parking is a bear , pedestrians want to throw themselves in front your car , yuppie larvae of helicopter parents , etc. , etc.The ambiance is also excellent ; cozy , warm , friendly staff and a fire pit ! Their selection of beers are great without being overwhelming .",ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['location']}, 'category': 'Location#General', 'opinion': {'from': 17, 'to': 18, 'term': ['obnoxiously']}, 'sentiment': 'POS'}, {'aspect': {'from': 61, 'to': 64, 'term': ['selection', 'of', 'beers']}, 'category': 'Drinks#Style_Options', 'opinion': {'from': 65, 'to': 66, 'term': ['great']}, 'sentiment': 'POS'}, {'aspect': {'from': 54, 'to': 55, 'term': ['staff']}, 'category': 'Service#General', 'opinion': {'from': 53, 'to': 54, 'term': ['friendly']}, 'sentiment': 'POS'}, {'aspect': {'from': 54, 'to': 55, 'term': ['staff']}, 'category': 'Service#General', 'opinion': {'from': 49, 'to': 50, 'term': ['cozy']}, 'sentiment': 'POS'}, {'aspect': {'from': 44, 'to': 45, 'term': ['ambiance']}, 'category': 'Ambience#General', 'opinion': {'from': 47, 'to': 48, 'term': ['excellent']}, 'sentiment': 'POS'}, {'aspect': {'from': 1, 'to': 2, 'term': ['location']}, 'category': 'Location#General', 'opinion': {'from': 3, 'to': 4, 'term': ['perfectly']}, 'sentiment': 'POS'}, {'aspect': {'from': 54, 'to': 55, 'term': ['staff']}, 'category': 'Service#General', 'opinion': {'from': 51, 'to': 52, 'term': ['warm']}, 'sentiment': 'POS'}]"
"A couple in our party ordered the chicken Marsala , which they said you could taste the wine & it was not good .",ACOS,"[{'aspect': {'from': 7, 'to': 9, 'term': ['chicken', 'Marsala']}, 'category': 'Food#Quality', 'opinion': {'from': 21, 'to': 23, 'term': ['not', 'good']}, 'sentiment': 'NEG'}]"
"Lots of choices ... Build your own burger , and if youre a bacon fan definitely get it on your burger .",ACOS,"[{'aspect': {'from': 13, 'to': 14, 'term': ['bacon']}, 'category': 'Food#Quality', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
I can describe their bar staff as a hybrid record-store/bar/cafe staff .,ACOS,"[{'aspect': {'from': 4, 'to': 6, 'term': ['bar', 'staff']}, 'category': 'Service#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
"The brisket was perfection , though , and I was glad we went for an early dinner so I could get one .",ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['brisket']}, 'category': 'Food#Quality', 'opinion': {'from': 10, 'to': 11, 'term': ['glad']}, 'sentiment': 'POS'}, {'aspect': {'from': 1, 'to': 2, 'term': ['brisket']}, 'category': 'Food#Quality', 'opinion': {'from': 3, 'to': 4, 'term': ['perfection']}, 'sentiment': 'POS'}]"
"While I 'm sure in other bolognese circles this might have been considered good , I will stay away from those circles if at all possible.Overall , we would definitely go back ( and get the fondue ) , but we 'd probably try different entrees .",ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Restaurant#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
Will only go to the Bridgeport location from now on where they know how to treat returning customers .,ACOS,"[{'aspect': {'from': 5, 'to': 7, 'term': ['Bridgeport', 'location']}, 'category': 'Service#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
Dana was extremely rude to us !,ACOS,"[{'aspect': {'from': 0, 'to': 1, 'term': ['Dana']}, 'category': 'Service#General', 'opinion': {'from': 2, 'to': 4, 'term': ['extremely', 'rude']}, 'sentiment': 'NEG'}]"
